2025-11-13 22:49:01,416 [INFO] offlline_simulations: 2025-11-13 22:49:24 | Window=0 | Trial=1 | tx_power_dbm=29.62 | obss_pd_dbm=-73.81 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:40,614 [INFO] offlline_simulations: 2025-11-14 10:57:14 | Window=4 | Trial=15 | tx_power_dbm=25.99 | obss_pd_dbm=-77.06 | ch_width=40 | Throughput_p50=151.468 | Retry_p95=0.584 | Client_flags=0.040
2025-11-13 23:49:41,810 [INFO] offlline_simulations: 2025-11-14 10:57:28 | Window=4 | Trial=16 | tx_power_dbm=25.97 | obss_pd_dbm=-64.17 | ch_width=40 | Throughput_p50=151.468 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:42,858 [INFO] offlline_simulations: 2025-11-14 10:57:41 | Window=4 | Trial=17 | tx_power_dbm=25.75 | obss_pd_dbm=-76.05 | ch_width=20 | Throughput_p50=129.830 | Retry_p95=1.213 | Client_flags=0.040
2025-11-13 23:49:43,826 [INFO] offlline_simulations: 2025-11-14 10:57:53 | Window=4 | Trial=18 | tx_power_dbm=25.74 | obss_pd_dbm=-62.00 | ch_width=20 | Throughput_p50=119.011 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:45,064 [INFO] offlline_simulations: 2025-11-14 10:58:08 | Window=4 | Trial=19 | tx_power_dbm=25.18 | obss_pd_dbm=-76.12 | ch_width=40 | Throughput_p50=97.373 | Retry_p95=6.000 | Client_flags=0.040
2025-11-13 23:49:47,288 [INFO] offlline_simulations: 2025-11-14 10:58:34 | Window=4 | Trial=20 | tx_power_dbm=25.99 | obss_pd_dbm=-72.93 | ch_width=40 | Throughput_p50=140.649 | Retry_p95=0.451 | Client_flags=0.000
2025-11-13 23:49:48,904 [INFO] offlline_simulations: 2025-11-14 10:58:54 | Window=4 | Trial=21 | tx_power_dbm=25.99 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=173.107 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:50,645 [INFO] offlline_simulations: 2025-11-14 10:59:15 | Window=4 | Trial=22 | tx_power_dbm=25.99 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:51,701 [INFO] offlline_simulations: 2025-11-14 10:59:27 | Window=4 | Trial=23 | tx_power_dbm=25.99 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:53,093 [INFO] offlline_simulations: 2025-11-14 10:59:44 | Window=4 | Trial=24 | tx_power_dbm=25.99 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:54,104 [INFO] offlline_simulations: 2025-11-14 10:59:56 | Window=4 | Trial=25 | tx_power_dbm=25.14 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:54,989 [INFO] offlline_simulations: 2025-11-14 11:00:07 | Window=4 | Trial=26 | tx_power_dbm=26.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:55,736 [INFO] offlline_simulations: 2025-11-14 11:00:16 | Window=4 | Trial=27 | tx_power_dbm=24.81 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:56,427 [INFO] offlline_simulations: 2025-11-14 11:00:24 | Window=4 | Trial=28 | tx_power_dbm=24.48 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:57,104 [INFO] offlline_simulations: 2025-11-14 11:00:32 | Window=4 | Trial=29 | tx_power_dbm=24.19 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:57,810 [INFO] offlline_simulations: 2025-11-14 11:00:40 | Window=4 | Trial=30 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:58,585 [INFO] offlline_simulations: 2025-11-14 11:00:50 | Window=4 | Trial=31 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:59,154 [INFO] offlline_simulations: 2025-11-14 11:00:57 | Window=4 | Trial=32 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:59,690 [INFO] offlline_simulations: 2025-11-14 11:01:03 | Window=4 | Trial=33 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:00,230 [INFO] offlline_simulations: 2025-11-14 11:01:10 | Window=4 | Trial=34 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:00,948 [INFO] offlline_simulations: 2025-11-14 11:01:18 | Window=4 | Trial=35 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:01,498 [INFO] offlline_simulations: 2025-11-14 11:01:25 | Window=4 | Trial=36 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:02,058 [INFO] offlline_simulations: 2025-11-14 11:01:31 | Window=4 | Trial=37 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:02,619 [INFO] offlline_simulations: 2025-11-14 11:01:38 | Window=4 | Trial=38 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:03,174 [INFO] offlline_simulations: 2025-11-14 11:01:45 | Window=4 | Trial=39 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:03,742 [INFO] offlline_simulations: 2025-11-14 11:01:52 | Window=4 | Trial=40 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:04,297 [INFO] offlline_simulations: 2025-11-14 11:01:58 | Window=4 | Trial=41 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:04,824 [INFO] offlline_simulations: 2025-11-14 11:02:05 | Window=4 | Trial=42 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:05,356 [INFO] offlline_simulations: 2025-11-14 11:02:11 | Window=4 | Trial=43 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:05,913 [INFO] offlline_simulations: 2025-11-14 11:02:18 | Window=4 | Trial=44 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:06,498 [INFO] offlline_simulations: 2025-11-14 11:02:25 | Window=4 | Trial=45 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:07,106 [INFO] offlline_simulations: 2025-11-14 11:02:32 | Window=4 | Trial=46 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:07,789 [INFO] offlline_simulations: 2025-11-14 11:02:40 | Window=4 | Trial=47 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:08,535 [INFO] offlline_simulations: 2025-11-14 11:02:49 | Window=4 | Trial=48 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:09,155 [INFO] offlline_simulations: 2025-11-14 11:02:57 | Window=4 | Trial=49 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:50:09,681 [INFO] offlline_simulations: 2025-11-14 11:03:03 | Window=4 | Trial=50 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:04:52,905 [INFO] offlline_simulations: 2025-11-14 13:59:42 | Window=5 | Trial=1 | tx_power_dbm=28.76 | obss_pd_dbm=-83.47 | ch_width=20 | Throughput_p50=58.441 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:04:53,165 [INFO] offlline_simulations: 2025-11-14 13:59:45 | Window=5 | Trial=2 | tx_power_dbm=20.28 | obss_pd_dbm=-81.11 | ch_width=20 | Throughput_p50=46.753 | Retry_p95=99.900 | Client_flags=0.360
2025-11-14 00:04:53,389 [INFO] offlline_simulations: 2025-11-14 13:59:47 | Window=5 | Trial=3 | tx_power_dbm=20.93 | obss_pd_dbm=-90.94 | ch_width=40 | Throughput_p50=51.466 | Retry_p95=99.900 | Client_flags=0.360
2025-11-14 00:04:53,630 [INFO] offlline_simulations: 2025-11-14 13:59:50 | Window=5 | Trial=4 | tx_power_dbm=21.26 | obss_pd_dbm=-74.62 | ch_width=20 | Throughput_p50=64.443 | Retry_p95=99.900 | Client_flags=0.200
2025-11-14 00:04:53,866 [INFO] offlline_simulations: 2025-11-14 13:59:53 | Window=5 | Trial=5 | tx_power_dbm=21.84 | obss_pd_dbm=-93.68 | ch_width=40 | Throughput_p50=73.526 | Retry_p95=99.900 | Client_flags=0.200
2025-11-14 00:04:54,114 [INFO] offlline_simulations: 2025-11-14 13:59:56 | Window=5 | Trial=6 | tx_power_dbm=21.36 | obss_pd_dbm=-76.20 | ch_width=40 | Throughput_p50=96.506 | Retry_p95=99.900 | Client_flags=0.240
2025-11-14 00:04:54,351 [INFO] offlline_simulations: 2025-11-14 13:59:59 | Window=5 | Trial=7 | tx_power_dbm=18.31 | obss_pd_dbm=-70.80 | ch_width=40 | Throughput_p50=128.964 | Retry_p95=99.900 | Client_flags=0.160
2025-11-14 00:04:54,581 [INFO] offlline_simulations: 2025-11-14 14:00:02 | Window=5 | Trial=8 | tx_power_dbm=26.35 | obss_pd_dbm=-80.84 | ch_width=40 | Throughput_p50=147.153 | Retry_p95=0.174 | Client_flags=0.040
2025-11-14 00:04:54,806 [INFO] offlline_simulations: 2025-11-14 14:00:04 | Window=5 | Trial=9 | tx_power_dbm=25.17 | obss_pd_dbm=-71.16 | ch_width=20 | Throughput_p50=136.334 | Retry_p95=4.914 | Client_flags=0.000
2025-11-14 00:04:55,033 [INFO] offlline_simulations: 2025-11-14 14:00:07 | Window=5 | Trial=10 | tx_power_dbm=19.58 | obss_pd_dbm=-93.67 | ch_width=20 | Throughput_p50=76.012 | Retry_p95=99.900 | Client_flags=0.440
2025-11-14 00:04:55,793 [INFO] offlline_simulations: 2025-11-14 14:00:16 | Window=5 | Trial=11 | tx_power_dbm=25.86 | obss_pd_dbm=-75.21 | ch_width=40 | Throughput_p50=101.966 | Retry_p95=0.880 | Client_flags=0.040
2025-11-14 00:04:56,682 [INFO] offlline_simulations: 2025-11-14 14:00:27 | Window=5 | Trial=12 | tx_power_dbm=25.88 | obss_pd_dbm=-83.20 | ch_width=40 | Throughput_p50=100.677 | Retry_p95=0.807 | Client_flags=0.040
2025-11-14 00:04:57,662 [INFO] offlline_simulations: 2025-11-14 14:00:39 | Window=5 | Trial=13 | tx_power_dbm=25.50 | obss_pd_dbm=-67.85 | ch_width=20 | Throughput_p50=128.541 | Retry_p95=1.986 | Client_flags=0.000
2025-11-14 00:04:58,975 [INFO] offlline_simulations: 2025-11-14 14:00:54 | Window=5 | Trial=14 | tx_power_dbm=25.98 | obss_pd_dbm=-80.09 | ch_width=40 | Throughput_p50=102.587 | Retry_p95=0.604 | Client_flags=0.040
2025-11-14 00:04:59,927 [INFO] offlline_simulations: 2025-11-14 14:01:06 | Window=5 | Trial=15 | tx_power_dbm=25.33 | obss_pd_dbm=-62.00 | ch_width=20 | Throughput_p50=103.876 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:05:00,986 [INFO] offlline_simulations: 2025-11-14 14:01:19 | Window=5 | Trial=16 | tx_power_dbm=25.95 | obss_pd_dbm=-71.60 | ch_width=20 | Throughput_p50=103.876 | Retry_p95=0.504 | Client_flags=0.000
2025-11-14 00:05:01,875 [INFO] offlline_simulations: 2025-11-14 14:01:29 | Window=5 | Trial=17 | tx_power_dbm=25.89 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=129.830 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:05:02,696 [INFO] offlline_simulations: 2025-11-14 14:01:39 | Window=5 | Trial=18 | tx_power_dbm=25.05 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:05:03,975 [INFO] offlline_simulations: 2025-11-14 14:01:54 | Window=5 | Trial=19 | tx_power_dbm=24.80 | obss_pd_dbm=-66.05 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=12.433 | Client_flags=0.000
2025-11-14 00:05:04,711 [INFO] offlline_simulations: 2025-11-14 14:02:03 | Window=5 | Trial=20 | tx_power_dbm=25.65 | obss_pd_dbm=-66.40 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=1.283 | Client_flags=0.000
2025-11-14 00:05:06,813 [INFO] offlline_simulations: 2025-11-14 14:02:29 | Window=5 | Trial=21 | tx_power_dbm=25.99 | obss_pd_dbm=-67.01 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.453 | Client_flags=0.000
2025-11-14 00:05:09,551 [INFO] offlline_simulations: 2025-11-14 14:03:01 | Window=5 | Trial=22 | tx_power_dbm=25.99 | obss_pd_dbm=-66.98 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.448 | Client_flags=0.000
2025-11-14 00:05:12,198 [INFO] offlline_simulations: 2025-11-14 14:03:33 | Window=5 | Trial=23 | tx_power_dbm=25.99 | obss_pd_dbm=-66.95 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.446 | Client_flags=0.000
2025-11-14 00:05:15,704 [INFO] offlline_simulations: 2025-11-14 14:04:15 | Window=5 | Trial=24 | tx_power_dbm=26.00 | obss_pd_dbm=-66.92 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.445 | Client_flags=0.000
2025-11-14 00:05:18,246 [INFO] offlline_simulations: 2025-11-14 14:04:46 | Window=5 | Trial=25 | tx_power_dbm=26.00 | obss_pd_dbm=-66.89 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.444 | Client_flags=0.000
2025-11-14 00:05:21,117 [INFO] offlline_simulations: 2025-11-14 14:05:20 | Window=5 | Trial=26 | tx_power_dbm=26.00 | obss_pd_dbm=-66.86 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.443 | Client_flags=0.000
2025-11-14 00:05:23,934 [INFO] offlline_simulations: 2025-11-14 14:05:54 | Window=5 | Trial=27 | tx_power_dbm=26.00 | obss_pd_dbm=-66.83 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.443 | Client_flags=0.000
2025-11-14 00:05:26,990 [INFO] offlline_simulations: 2025-11-14 14:06:31 | Window=5 | Trial=28 | tx_power_dbm=26.00 | obss_pd_dbm=-66.80 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.443 | Client_flags=0.000
2025-11-14 00:05:30,135 [INFO] offlline_simulations: 2025-11-14 14:07:08 | Window=5 | Trial=29 | tx_power_dbm=26.00 | obss_pd_dbm=-66.77 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.442 | Client_flags=0.000
2025-11-14 00:05:32,696 [INFO] offlline_simulations: 2025-11-14 14:07:39 | Window=5 | Trial=30 | tx_power_dbm=26.00 | obss_pd_dbm=-66.74 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.442 | Client_flags=0.000
2025-11-14 00:05:34,951 [INFO] offlline_simulations: 2025-11-14 14:08:06 | Window=5 | Trial=31 | tx_power_dbm=26.00 | obss_pd_dbm=-66.70 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.442 | Client_flags=0.000
2025-11-14 00:05:38,074 [INFO] offlline_simulations: 2025-11-14 14:08:44 | Window=5 | Trial=32 | tx_power_dbm=26.00 | obss_pd_dbm=-66.66 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.441 | Client_flags=0.000
2025-11-14 00:05:41,055 [INFO] offlline_simulations: 2025-11-14 14:09:19 | Window=5 | Trial=33 | tx_power_dbm=26.00 | obss_pd_dbm=-66.62 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.441 | Client_flags=0.000
2025-11-14 00:05:43,715 [INFO] offlline_simulations: 2025-11-14 14:09:51 | Window=5 | Trial=34 | tx_power_dbm=26.00 | obss_pd_dbm=-66.58 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.441 | Client_flags=0.000
2025-11-14 00:05:46,157 [INFO] offlline_simulations: 2025-11-14 14:10:21 | Window=5 | Trial=35 | tx_power_dbm=26.00 | obss_pd_dbm=-66.56 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.441 | Client_flags=0.000
2025-11-14 00:05:48,393 [INFO] offlline_simulations: 2025-11-14 14:10:47 | Window=5 | Trial=36 | tx_power_dbm=26.00 | obss_pd_dbm=-67.12 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.441 | Client_flags=0.000
2025-11-14 00:05:50,091 [INFO] offlline_simulations: 2025-11-14 14:11:08 | Window=5 | Trial=37 | tx_power_dbm=26.00 | obss_pd_dbm=-66.46 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.441 | Client_flags=0.000
2025-11-14 00:05:52,419 [INFO] offlline_simulations: 2025-11-14 14:11:36 | Window=5 | Trial=38 | tx_power_dbm=26.00 | obss_pd_dbm=-66.48 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.441 | Client_flags=0.000
2025-11-14 00:05:54,170 [INFO] offlline_simulations: 2025-11-14 14:11:57 | Window=5 | Trial=39 | tx_power_dbm=26.00 | obss_pd_dbm=-67.13 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.441 | Client_flags=0.000
2025-11-14 00:05:56,782 [INFO] offlline_simulations: 2025-11-14 14:12:28 | Window=5 | Trial=40 | tx_power_dbm=25.08 | obss_pd_dbm=-66.34 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=6.362 | Client_flags=0.000
2025-11-14 00:05:59,257 [INFO] offlline_simulations: 2025-11-14 14:12:58 | Window=5 | Trial=41 | tx_power_dbm=25.01 | obss_pd_dbm=-66.36 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=7.519 | Client_flags=0.000
2025-11-14 00:06:01,567 [INFO] offlline_simulations: 2025-11-14 14:13:26 | Window=5 | Trial=42 | tx_power_dbm=26.00 | obss_pd_dbm=-66.45 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.440 | Client_flags=0.000
2025-11-14 00:06:03,939 [INFO] offlline_simulations: 2025-11-14 14:13:54 | Window=5 | Trial=43 | tx_power_dbm=25.00 | obss_pd_dbm=-66.40 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=7.766 | Client_flags=0.000
2025-11-14 00:06:06,690 [INFO] offlline_simulations: 2025-11-14 14:14:27 | Window=5 | Trial=44 | tx_power_dbm=24.99 | obss_pd_dbm=-66.42 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=7.827 | Client_flags=0.000
2025-11-14 00:06:09,862 [INFO] offlline_simulations: 2025-11-14 14:15:05 | Window=5 | Trial=45 | tx_power_dbm=26.00 | obss_pd_dbm=-66.47 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.440 | Client_flags=0.000
2025-11-14 00:06:12,171 [INFO] offlline_simulations: 2025-11-14 14:15:33 | Window=5 | Trial=46 | tx_power_dbm=24.99 | obss_pd_dbm=-66.45 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=7.829 | Client_flags=0.000
2025-11-14 00:06:14,372 [INFO] offlline_simulations: 2025-11-14 14:15:59 | Window=5 | Trial=47 | tx_power_dbm=24.99 | obss_pd_dbm=-66.48 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=7.833 | Client_flags=0.000
2025-11-14 00:06:16,812 [INFO] offlline_simulations: 2025-11-14 14:16:29 | Window=5 | Trial=48 | tx_power_dbm=24.99 | obss_pd_dbm=-66.50 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=7.834 | Client_flags=0.000
2025-11-14 00:06:19,510 [INFO] offlline_simulations: 2025-11-14 14:17:01 | Window=5 | Trial=49 | tx_power_dbm=24.99 | obss_pd_dbm=-66.54 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=7.864 | Client_flags=0.000
2025-11-14 00:06:21,717 [INFO] offlline_simulations: 2025-11-14 14:17:27 | Window=5 | Trial=50 | tx_power_dbm=26.00 | obss_pd_dbm=-66.45 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.440 | Client_flags=0.000
2025-11-14 00:20:03,911 [INFO] offlline_simulations: 2025-11-14 17:01:54 | Window=6 | Trial=1 | tx_power_dbm=27.17 | obss_pd_dbm=-64.30 | ch_width=20 | Throughput_p50=97.373 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:20:04,165 [INFO] offlline_simulations: 2025-11-14 17:01:57 | Window=6 | Trial=2 | tx_power_dbm=26.66 | obss_pd_dbm=-91.64 | ch_width=40 | Throughput_p50=95.439 | Retry_p95=0.100 | Client_flags=0.040
2025-11-14 00:20:04,398 [INFO] offlline_simulations: 2025-11-14 17:02:00 | Window=6 | Trial=3 | tx_power_dbm=22.33 | obss_pd_dbm=-81.56 | ch_width=40 | Throughput_p50=89.600 | Retry_p95=99.900 | Client_flags=0.200
2025-11-14 00:20:04,655 [INFO] offlline_simulations: 2025-11-14 17:02:03 | Window=6 | Trial=4 | tx_power_dbm=19.88 | obss_pd_dbm=-86.07 | ch_width=40 | Throughput_p50=68.114 | Retry_p95=99.900 | Client_flags=0.400
2025-11-14 00:20:04,918 [INFO] offlline_simulations: 2025-11-14 17:02:06 | Window=6 | Trial=5 | tx_power_dbm=20.81 | obss_pd_dbm=-71.08 | ch_width=40 | Throughput_p50=101.860 | Retry_p95=99.900 | Client_flags=0.160
2025-11-14 00:20:05,174 [INFO] offlline_simulations: 2025-11-14 17:02:09 | Window=6 | Trial=6 | tx_power_dbm=20.10 | obss_pd_dbm=-66.75 | ch_width=40 | Throughput_p50=140.801 | Retry_p95=99.900 | Client_flags=0.160
2025-11-14 00:20:05,431 [INFO] offlline_simulations: 2025-11-14 17:02:12 | Window=6 | Trial=7 | tx_power_dbm=24.61 | obss_pd_dbm=-81.34 | ch_width=20 | Throughput_p50=145.414 | Retry_p95=21.905 | Client_flags=0.040
2025-11-14 00:20:05,669 [INFO] offlline_simulations: 2025-11-14 17:02:15 | Window=6 | Trial=8 | tx_power_dbm=19.82 | obss_pd_dbm=-70.87 | ch_width=40 | Throughput_p50=145.414 | Retry_p95=99.900 | Client_flags=0.160
2025-11-14 00:20:05,905 [INFO] offlline_simulations: 2025-11-14 17:02:18 | Window=6 | Trial=9 | tx_power_dbm=22.24 | obss_pd_dbm=-70.51 | ch_width=20 | Throughput_p50=112.957 | Retry_p95=99.900 | Client_flags=0.080
2025-11-14 00:20:06,144 [INFO] offlline_simulations: 2025-11-14 17:02:20 | Window=6 | Trial=10 | tx_power_dbm=22.92 | obss_pd_dbm=-73.03 | ch_width=20 | Throughput_p50=129.830 | Retry_p95=99.652 | Client_flags=0.080
2025-11-14 00:20:06,912 [INFO] offlline_simulations: 2025-11-14 17:02:30 | Window=6 | Trial=11 | tx_power_dbm=25.72 | obss_pd_dbm=-81.85 | ch_width=20 | Throughput_p50=80.499 | Retry_p95=1.321 | Client_flags=0.040
2025-11-14 00:20:07,667 [INFO] offlline_simulations: 2025-11-14 17:02:39 | Window=6 | Trial=12 | tx_power_dbm=25.22 | obss_pd_dbm=-82.31 | ch_width=20 | Throughput_p50=63.626 | Retry_p95=5.271 | Client_flags=0.040
2025-11-14 00:20:08,921 [INFO] offlline_simulations: 2025-11-14 17:02:54 | Window=6 | Trial=13 | tx_power_dbm=25.78 | obss_pd_dbm=-74.18 | ch_width=20 | Throughput_p50=63.626 | Retry_p95=0.862 | Client_flags=0.000
2025-11-14 00:20:10,121 [INFO] offlline_simulations: 2025-11-14 17:03:08 | Window=6 | Trial=14 | tx_power_dbm=25.40 | obss_pd_dbm=-95.00 | ch_width=20 | Throughput_p50=63.626 | Retry_p95=3.319 | Client_flags=0.040
2025-11-14 00:20:10,922 [INFO] offlline_simulations: 2025-11-14 17:03:18 | Window=6 | Trial=15 | tx_power_dbm=25.47 | obss_pd_dbm=-62.00 | ch_width=20 | Throughput_p50=80.499 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:20:11,810 [INFO] offlline_simulations: 2025-11-14 17:03:28 | Window=6 | Trial=16 | tx_power_dbm=25.10 | obss_pd_dbm=-79.25 | ch_width=20 | Throughput_p50=67.522 | Retry_p95=7.133 | Client_flags=0.040
2025-11-14 00:20:12,649 [INFO] offlline_simulations: 2025-11-14 17:03:39 | Window=6 | Trial=17 | tx_power_dbm=25.53 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=116.853 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:20:13,638 [INFO] offlline_simulations: 2025-11-14 17:03:50 | Window=6 | Trial=18 | tx_power_dbm=25.28 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=149.311 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:20:14,394 [INFO] offlline_simulations: 2025-11-14 17:03:59 | Window=6 | Trial=19 | tx_power_dbm=24.91 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:20:14,912 [INFO] offlline_simulations: 2025-11-14 17:04:06 | Window=6 | Trial=20 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=20 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:20:15,589 [INFO] offlline_simulations: 2025-11-14 17:04:14 | Window=6 | Trial=21 | tx_power_dbm=17.00 | obss_pd_dbm=-79.07 | ch_width=20 | Throughput_p50=107.749 | Retry_p95=99.900 | Client_flags=0.440
