"No.","Time","Source","Destination","Protocol","Length","Info","rssi"
"13117","29.535301","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"13119","29.545018","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1660, FN=0, Flags=.p....F.",""
"13120","29.545086","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-50,-49,-83,-83"
"13121","29.545359","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1661, FN=0, Flags=.p....F.",""
"13122","29.545412","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"13124","29.548656","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1101","Data, SN=1662, FN=0, Flags=.p....F.",""
"13125","29.548723","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"13126","29.552169","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1663, FN=0, Flags=.p....F.",""
"13127","29.552243","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"13128","29.553079","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-48,-52,-50,-83,-83"
"13129","29.553053","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1664, FN=0, Flags=.p....F.",""
"13130","29.553336","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1665, FN=0, Flags=.p....F.",""
"13131","29.553391","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-46,-83,-83"
"13132","29.553679","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1666, FN=0, Flags=.p....F.",""
"13133","29.553728","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13136","29.558858","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1667, FN=0, Flags=.p....F.",""
"13137","29.558923","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13138","29.559205","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1668, FN=0, Flags=.p....F.",""
"13139","29.559256","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13141","29.562116","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1669, FN=0, Flags=.p....F.",""
"13142","29.562182","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"13143","29.562457","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1670, FN=0, Flags=.p....F.",""
"13144","29.562515","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"13146","29.568889","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13147","29.568858","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1671, FN=0, Flags=.p....F.",""
"13148","29.569091","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1672, FN=0, Flags=.p....F.",""
"13149","29.569156","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13151","29.575242","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-54,-55,-59,-83,-83"
"13152","29.575196","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","200","Data, SN=1497, FN=0, Flags=.p....F.",""
"13153","29.576622","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1673, FN=0, Flags=.p....F.",""
"13154","29.576699","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13155","29.576958","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1674, FN=0, Flags=.p....F.",""
"13156","29.577003","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13158","29.579875","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1675, FN=0, Flags=.p....F.",""
"13159","29.579945","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"13160","29.580303","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"13161","29.580285","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1676, FN=0, Flags=.p....F.",""
"13163","29.585770","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1677, FN=0, Flags=.p....F.",""
"13164","29.585836","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13165","29.586110","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1678, FN=0, Flags=.p....F.",""
"13166","29.586199","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13168","29.592243","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1679, FN=0, Flags=.p....F.",""
"13169","29.592311","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13170","29.592579","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1680, FN=0, Flags=.p....F.",""
"13171","29.592631","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"13173","29.594928","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1681, FN=0, Flags=.p....F.",""
"13174","29.594992","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13175","29.595265","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1682, FN=0, Flags=.p....F.",""
"13176","29.595309","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13178","29.604248","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"13179","29.604218","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1683, FN=0, Flags=.p....F.",""
"13180","29.604506","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1684, FN=0, Flags=.p....F.",""
"13181","29.604617","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"13182","29.604959","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1685, FN=0, Flags=.p....F.",""
"13183","29.605010","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13184","29.605311","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1686, FN=0, Flags=.p....F.",""
"13185","29.605358","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"13188","29.614085","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1687, FN=0, Flags=.p....F.",""
"13189","29.614161","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13190","29.614405","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1688, FN=0, Flags=.p....F.",""
"13191","29.614459","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13193","29.617725","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1689, FN=0, Flags=.p....F.",""
"13194","29.617793","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-46,-83,-83"
"13195","29.618186","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"13196","29.618167","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1690, FN=0, Flags=.p....F.",""
"13198","29.621873","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1691, FN=0, Flags=.p....F.",""
"13199","29.621945","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13200","29.622217","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1692, FN=0, Flags=.p....F.",""
"13201","29.622269","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-49,-83,-83"
"13203","29.625602","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1693, FN=0, Flags=.p....F.",""
"13204","29.625680","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13205","29.625947","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1694, FN=0, Flags=.p....F.",""
"13206","29.625990","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13209","29.631761","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1695, FN=0, Flags=.p....F.",""
"13210","29.631826","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13211","29.632102","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1696, FN=0, Flags=.p....F.",""
"13212","29.632153","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"13214","29.633327","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1697, FN=0, Flags=.p....F.",""
"13215","29.633387","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"13216","29.633635","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1698, FN=0, Flags=.p....F.",""
"13217","29.633685","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13219","29.642857","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"13220","29.642825","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1699, FN=0, Flags=.p....F.",""
"13221","29.643065","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1700, FN=0, Flags=.p....F.",""
"13222","29.643121","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13224","29.649357","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1701, FN=0, Flags=.p....F.",""
"13225","29.649432","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13226","29.649685","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1702, FN=0, Flags=.p....F.",""
"13227","29.649730","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13229","29.654607","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1703, FN=0, Flags=.p....F.",""
"13230","29.654669","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13231","29.654940","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1704, FN=0, Flags=.p....F.",""
"13232","29.654989","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13234","29.661895","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1705, FN=0, Flags=.p....F.",""
"13235","29.661952","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-52,-48,-83,-83"
"13236","29.662235","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1706, FN=0, Flags=.p....F.",""
"13237","29.662280","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13239","29.663321","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1707, FN=0, Flags=.p....F.",""
"13240","29.663387","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"13241","29.663668","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1708, FN=0, Flags=.p....F.",""
"13242","29.663721","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"13244","29.671677","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1709, FN=0, Flags=.p....F.",""
"13245","29.671753","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13246","29.672016","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1710, FN=0, Flags=.p....F.",""
"13247","29.672066","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"13249","29.679126","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1711, FN=0, Flags=.p....F.",""
"13250","29.679199","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13251","29.679461","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1712, FN=0, Flags=.p....F.",""
"13252","29.679512","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13254","29.687551","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1713, FN=0, Flags=.p....F.",""
"13255","29.687624","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"13256","29.688013","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"13257","29.687995","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1714, FN=0, Flags=.p....F.",""
"13259","29.694831","HP_25:58:26","Broadcast","ARP","138","Who has 10.201.2.148? Tell 10.201.5.165","-79,-90,-88,-83,-83"
"13260","29.695352","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"13261","29.695328","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1715, FN=0, Flags=.p....F.",""
"13262","29.695653","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1716, FN=0, Flags=.p....F.",""
"13263","29.695705","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-49,-83,-83"
"13264","29.696146","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1717, FN=0, Flags=.p....F.",""
"13265","29.696197","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-51,-47,-83,-83"
"13266","29.696476","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1718, FN=0, Flags=.p....F.",""
"13267","29.696539","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13270","29.701614","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1719, FN=0, Flags=.p....F.",""
"13271","29.701681","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13272","29.701957","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1720, FN=0, Flags=.p....F.",""
"13273","29.702007","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13275","29.704931","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1721, FN=0, Flags=.p....F.",""
"13276","29.704996","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-51,-47,-83,-83"
"13277","29.705269","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1722, FN=0, Flags=.p....F.",""
"13278","29.705321","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13280","29.713387","10.201.3.185","239.255.255.250","SSDP","498","NOTIFY * HTTP/1.1 ","-80,-94,-89,-83,-83"
"13281","29.719387","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1723, FN=0, Flags=.p....F.",""
"13282","29.719455","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-49,-83,-83"
"13283","29.719722","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1724, FN=0, Flags=.p....F.",""
"13284","29.719773","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13286","29.721820","Ubiquiti_8b:44:1d","Broadcast","802.11","190","Data, SN=1845, FN=0, Flags=.pm...F.","-76,-81,-81,-83,-83"
"13287","29.722265","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1725, FN=0, Flags=.p....F.",""
"13288","29.722324","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13289","29.722604","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1726, FN=0, Flags=.p....F.",""
"13290","29.722649","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13292","29.727633","Cisco_54:5a:48","IPv4mcast_7e:7f:3f","802.11","224","Data, SN=1848, FN=0, Flags=.pm...F.","-79,-87,-84,-83,-83"
"13293","29.728408","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1727, FN=0, Flags=.p....F.",""
"13294","29.728469","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"13295","29.728845","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13296","29.728826","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1728, FN=0, Flags=.p....F.",""
"13298","29.733994","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1729, FN=0, Flags=.p....F.",""
"13299","29.734059","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13300","29.734330","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1730, FN=0, Flags=.p....F.",""
"13301","29.734376","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-48,-52,-49,-83,-83"
"13303","29.737354","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1731, FN=0, Flags=.p....F.",""
"13304","29.737436","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"13305","29.737793","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-50,-49,-83,-83"
"13306","29.737770","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1732, FN=0, Flags=.p....F.",""
"13308","29.747062","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13309","29.747026","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1733, FN=0, Flags=.p....F.",""
"13310","29.747274","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1734, FN=0, Flags=.p....F.",""
"13311","29.747328","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13312","29.747738","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"13313","29.747720","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1735, FN=0, Flags=.p....F.",""
"13314","29.747967","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1736, FN=0, Flags=.p....F.",""
"13315","29.748019","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13318","29.757725","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1737, FN=0, Flags=.p....F.",""
"13319","29.757796","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13320","29.758067","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1738, FN=0, Flags=.p....F.",""
"13321","29.758112","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-52,-46,-83,-83"
"13323","29.767451","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1739, FN=0, Flags=.p....F.",""
"13324","29.767520","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"13325","29.767870","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1740, FN=0, Flags=.p....F.",""
"13326","29.767964","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13327","29.768309","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1741, FN=0, Flags=.p....F.",""
"13328","29.768387","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"13329","29.768655","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1742, FN=0, Flags=.p....F.",""
"13330","29.768702","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"13333","29.772335","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1743, FN=0, Flags=.p....F.",""
"13334","29.772398","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13335","29.772669","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1744, FN=0, Flags=.p....F.",""
"13336","29.772721","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13338","29.776039","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1745, FN=0, Flags=.p....F.",""
"13339","29.776106","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13340","29.776392","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1746, FN=0, Flags=.p....F.",""
"13341","29.776449","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"13344","29.780696","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1747, FN=0, Flags=.p....F.",""
"13345","29.780761","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13346","29.781026","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1748, FN=0, Flags=.p....F.",""
"13347","29.781082","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-47,-83,-83"
"13350","29.785349","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13351","29.785324","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1749, FN=0, Flags=.p....F.",""
"13352","29.785564","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1750, FN=0, Flags=.p....F.",""
"13353","29.785609","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13355","29.791296","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1751, FN=0, Flags=.p....F.",""
"13356","29.791380","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13357","29.791629","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1752, FN=0, Flags=.p....F.",""
"13358","29.791799","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-47,-83,-83"
"13361","29.797620","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1753, FN=0, Flags=.p....F.",""
"13362","29.797692","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
